ReservationId,GuestId,Hotel,Reservation Status,Source,Source,BookingDateTime,ArrivalDate,DepartureDate,ActualArrivalDateTime,ActualDepartureDateTime,NumberOfPersons
217,5155789,Hotel1,Checked Out,OTA,Online Travel Agency,30/06/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
218,4451383,Hotel1,Cancelled,WEB,Website,30/06/2018,05/10/2018,06/10/2018,NULL,NULL,2
219,4507857,Hotel1,Cancelled,OTA,Online Travel Agency,01/07/2018,06/10/2018,07/10/2018,NULL,NULL,2
220,5147853,Hotel1,Checked Out,OTA,Online Travel Agency,01/07/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,1
221,4509261,Hotel1,Checked Out,OTA,Online Travel Agency,01/07/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
222,390042,Hotel1,Checked Out,OTA,Online Travel Agency,01/07/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,2
223,4509936,Hotel2,Cancelled,OTA,Online Travel Agency,01/07/2018,05/10/2018,07/10/2018,NULL,NULL,2
224,4510575,Hotel1,Cancelled,WEB,Website,02/07/2018,02/10/2018,03/10/2018,NULL,NULL,2
225,97716,Hotel1,Checked Out,WEB,Website,02/07/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
226,4512015,Hotel1,Checked Out,WEB,Website,02/07/2018,01/10/2018,02/10/2018,02/10/2018,02/10/2018,1
227,3402211,Hotel1,Checked Out,OTA,Online Travel Agency,02/07/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
228,4514331,Hotel1,Checked Out,OTA,Online Travel Agency,02/07/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,2
229,5135715,Hotel1,Checked Out,OTA,Online Travel Agency,03/07/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
230,3181737,Hotel1,Cancelled,WEB,Website,03/07/2018,02/10/2018,03/10/2018,NULL,NULL,2
231,4518529,Hotel1,Checked Out,OTA,Online Travel Agency,04/07/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
232,4520916,Hotel1,Checked Out,OTA,Online Travel Agency,04/07/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,2
233,4510575,Hotel1,Cancelled,WEB,Website,02/07/2018,02/10/2018,03/10/2018,NULL,NULL,2
234,4510575,Hotel1,Cancelled,WEB,Website,02/07/2018,02/10/2018,03/10/2018,NULL,NULL,2
235,3157278,Hotel1,Checked Out,WEB,Website,05/07/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
236,4524502,Hotel1,Checked Out,OTA,Online Travel Agency,05/07/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
237,5127349,Hotel1,Checked Out,OTA,Online Travel Agency,06/07/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
238,4533009,Hotel1,Checked Out,WEB,Website,07/07/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
239,117807,Hotel1,Checked Out,WEB,Website,08/07/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,1
240,456324,Hotel1,Checked Out,WEB,Website,10/07/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,2
241,5149506,Hotel2,Checked Out,OTA,Online Travel Agency,10/07/2018,05/10/2018,08/10/2018,05/10/2018,08/10/2018,2
242,5148978,Hotel2,Checked Out,OTA,Online Travel Agency,10/07/2018,05/10/2018,08/10/2018,05/10/2018,08/10/2018,1
243,344551,Hotel1,Cancelled,WEB,Website,11/07/2018,04/10/2018,05/10/2018,NULL,NULL,2
244,4547344,Hotel1,Cancelled,OTA,Online Travel Agency,11/07/2018,05/10/2018,06/10/2018,NULL,NULL,2
245,2849380,Hotel1,Checked Out,WEB,Website,11/07/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
246,5124889,Hotel1,Checked Out,OTA,Online Travel Agency,12/07/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
247,5158962,Hotel1,Checked Out,GDS,Corporate Booking System,12/07/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
248,5158279,Hotel1,Checked Out,GDS,Corporate Booking System,12/07/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
249,4550340,Hotel1,Cancelled,OTA,Online Travel Agency,12/07/2018,07/10/2018,08/10/2018,NULL,NULL,1
250,4550355,Hotel1,Cancelled,OTA,Online Travel Agency,12/07/2018,07/10/2018,08/10/2018,NULL,NULL,1
251,4550559,Hotel2,Checked Out,OTA,Online Travel Agency,12/07/2018,02/10/2018,04/10/2018,NULL,NULL,2
252,5135101,Hotel2,Checked Out,OTA,Online Travel Agency,12/07/2018,02/10/2018,04/10/2018,02/10/2018,04/10/2018,2
253,5135167,Hotel2,Checked Out,OTA,Online Travel Agency,12/07/2018,02/10/2018,04/10/2018,02/10/2018,04/10/2018,2
254,4550568,Hotel2,Checked Out,OTA,Online Travel Agency,12/07/2018,02/10/2018,04/10/2018,02/10/2018,04/10/2018,2
255,5135164,Hotel2,Checked Out,OTA,Online Travel Agency,12/07/2018,02/10/2018,04/10/2018,02/10/2018,04/10/2018,2
256,5135151,Hotel2,Checked Out,OTA,Online Travel Agency,12/07/2018,02/10/2018,04/10/2018,02/10/2018,04/10/2018,2
257,4550575,Hotel2,Checked Out,OTA,Online Travel Agency,12/07/2018,02/10/2018,04/10/2018,02/10/2018,04/10/2018,2
258,5135181,Hotel2,Checked Out,OTA,Online Travel Agency,12/07/2018,02/10/2018,04/10/2018,02/10/2018,04/10/2018,2
259,4550791,Hotel1,Cancelled,OTA,Online Travel Agency,12/07/2018,05/10/2018,06/10/2018,NULL,NULL,1
260,5155512,Hotel1,Checked Out,OTA,Online Travel Agency,12/07/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
261,5153352,Hotel1,Checked Out,OTA,Online Travel Agency,12/07/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,2
262,1933725,Hotel1,Checked Out,WEB,Website,13/07/2018,05/10/2018,05/10/2018,05/10/2018,06/10/2018,2
263,4553389,Hotel2,Checked Out,WEB,Website,13/07/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,2
264,2289705,Hotel1,Cancelled,OTA,Online Travel Agency,13/07/2018,07/10/2018,08/10/2018,NULL,NULL,2
265,3345978,Hotel1,Cancelled,DIR,Phone/walk-in,13/07/2018,05/10/2018,06/10/2018,NULL,NULL,2
266,5125260,Hotel1,Checked Out,OTA,Online Travel Agency,13/07/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,2
267,4556179,Hotel1,Checked Out,OTA,Online Travel Agency,13/07/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,2
268,2470698,Hotel1,Cancelled,OTA,Online Travel Agency,14/07/2018,05/10/2018,07/10/2018,NULL,NULL,2
269,4560681,Hotel1,Cancelled,OTA,Online Travel Agency,15/07/2018,05/10/2018,06/10/2018,NULL,NULL,2
270,206448,Hotel1,Checked Out,WEB,Website,15/07/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,1
271,4563112,Hotel2,Cancelled,OTA,Online Travel Agency,16/07/2018,04/10/2018,08/10/2018,NULL,NULL,2
272,4618129,Hotel1,Cancelled,WEB,Website,16/07/2018,02/10/2018,03/10/2018,NULL,NULL,1
273,4618131,Hotel1,Cancelled,WEB,Website,16/07/2018,02/10/2018,03/10/2018,NULL,NULL,1
274,4618140,Hotel1,Cancelled,WEB,Website,16/07/2018,02/10/2018,03/10/2018,NULL,NULL,1
275,4618143,Hotel1,Cancelled,WEB,Website,16/07/2018,02/10/2018,03/10/2018,NULL,NULL,1
276,4618146,Hotel1,Cancelled,WEB,Website,16/07/2018,02/10/2018,03/10/2018,NULL,NULL,1
277,4618147,Hotel1,Cancelled,WEB,Website,16/07/2018,02/10/2018,03/10/2018,NULL,NULL,1
278,4618149,Hotel1,Cancelled,WEB,Website,16/07/2018,02/10/2018,03/10/2018,NULL,NULL,1
279,4618150,Hotel1,Cancelled,WEB,Website,16/07/2018,02/10/2018,03/10/2018,NULL,NULL,1
280,4618152,Hotel1,Cancelled,WEB,Website,16/07/2018,02/10/2018,03/10/2018,NULL,NULL,1
281,4618156,Hotel1,Cancelled,WEB,Website,16/07/2018,02/10/2018,03/10/2018,NULL,NULL,1
282,187363,Hotel1,Checked Out,WEB,Website,16/07/2018,05/10/2018,07/10/2018,05/10/2018,07/10/2018,2
283,5151033,Hotel1,Checked Out,GDS,Corporate Booking System,16/07/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
284,5151036,Hotel1,Checked Out,GDS,Corporate Booking System,16/07/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
285,4582224,Hotel2,Cancelled,OTA,Online Travel Agency,17/07/2018,06/10/2018,08/10/2018,NULL,NULL,2
286,5149480,Hotel1,Checked Out,GDS,Corporate Booking System,17/07/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
287,3475092,Hotel1,Checked Out,WEB,Website,17/07/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
288,1478722,Hotel1,Checked Out,WEB,Website,18/07/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
289,847447,Hotel1,Cancelled,WEB,Website,18/07/2018,04/10/2018,05/10/2018,NULL,NULL,1
290,4561633,Hotel1,Cancelled,WEB,Website,18/07/2018,05/10/2018,06/10/2018,NULL,NULL,2
291,4588057,Hotel1,Cancelled,OTA,Online Travel Agency,18/07/2018,01/10/2018,02/10/2018,NULL,NULL,2
292,5141698,Hotel1,Checked Out,OTA,Online Travel Agency,19/07/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
293,3980971,Hotel1,Checked Out,WEB,Website,19/07/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
294,4592922,Hotel1,Cancelled,OTA,Online Travel Agency,20/07/2018,06/10/2018,07/10/2018,NULL,NULL,2
295,4592934,Hotel1,Checked Out,OTA,Online Travel Agency,20/07/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,2
296,5139634,Hotel1,Checked Out,OTA,Online Travel Agency,21/07/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,2
297,4599001,Hotel1,Checked Out,OTA,Online Travel Agency,21/07/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,2
298,4599322,Hotel1,Cancelled,OTA,Online Travel Agency,21/07/2018,06/10/2018,07/10/2018,NULL,NULL,2
299,4599555,Hotel1,Checked Out,OTA,Online Travel Agency,21/07/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,2
300,4599643,Hotel1,Checked Out,WEB,Website,22/07/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,2
301,4602669,Hotel2,Cancelled,OTA,Online Travel Agency,23/07/2018,04/10/2018,07/10/2018,NULL,NULL,2
302,4602679,Hotel2,Cancelled,OTA,Online Travel Agency,23/07/2018,04/10/2018,07/10/2018,NULL,NULL,2
303,4602697,Hotel2,Cancelled,OTA,Online Travel Agency,23/07/2018,04/10/2018,07/10/2018,NULL,NULL,2
304,4603233,Hotel2,Cancelled,OTA,Online Travel Agency,23/07/2018,01/10/2018,04/10/2018,NULL,NULL,2
305,4604275,Hotel1,Checked Out,WEB,Website,23/07/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
306,4604520,Hotel1,Checked Out,WEB,Website,23/07/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
307,4604332,Hotel1,Checked Out,WEB,Website,23/07/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,2
308,4604338,Hotel1,Checked Out,OTA,Online Travel Agency,23/07/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,2
309,5130756,Hotel1,Checked Out,OTA,Online Travel Agency,23/07/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
310,5155272,Hotel1,Checked Out,OTA,Online Travel Agency,24/07/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
311,4608930,Hotel1,Checked Out,WEB,Website,24/07/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,2
312,4609347,Hotel1,Checked Out,WEB,Website,24/07/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,2
313,4609348,Hotel1,Checked Out,WEB,Website,24/07/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,2
314,4610181,Hotel1,Checked Out,OTA,Online Travel Agency,24/07/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,2
316,2055738,Hotel1,Checked Out,WEB,Website,25/07/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
317,4610959,Hotel2,Cancelled,OTA,Online Travel Agency,25/07/2018,07/10/2018,08/10/2018,NULL,NULL,2
318,4592922,Hotel1,Checked Out,OTA,Online Travel Agency,25/07/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
319,5154945,Hotel1,Checked Out,OTA,Online Travel Agency,25/07/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
320,4600656,Hotel1,Checked Out,WEB,Website,25/07/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
321,5151858,Hotel2,Checked Out,OTA,Online Travel Agency,25/07/2018,05/10/2018,07/10/2018,05/10/2018,07/10/2018,2
322,4615227,Hotel1,Cancelled,GDS,Corporate Booking System,26/07/2018,06/10/2018,07/10/2018,NULL,NULL,1
323,4615248,Hotel1,Checked Out,OTA,Online Travel Agency,26/07/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
324,4615393,Hotel2,No Show,OTA,Online Travel Agency,26/07/2018,03/10/2018,06/10/2018,NULL,NULL,2
325,4615396,Hotel2,No Show,OTA,Online Travel Agency,26/07/2018,03/10/2018,06/10/2018,NULL,NULL,2
326,4615753,Hotel1,Cancelled,GDS,Corporate Booking System,26/07/2018,01/10/2018,02/10/2018,NULL,NULL,1
327,4676416,Hotel1,Cancelled,WEB,Website,26/07/2018,02/10/2018,03/10/2018,NULL,NULL,1
328,4676418,Hotel1,Cancelled,WEB,Website,26/07/2018,02/10/2018,03/10/2018,NULL,NULL,1
329,4676419,Hotel1,Cancelled,WEB,Website,26/07/2018,02/10/2018,03/10/2018,NULL,NULL,1
330,4676422,Hotel1,Cancelled,WEB,Website,26/07/2018,02/10/2018,03/10/2018,NULL,NULL,1
331,4619175,Hotel2,No Show,OTA,Online Travel Agency,27/07/2018,04/10/2018,07/10/2018,NULL,NULL,1
332,4620970,Hotel1,Checked Out,OTA,Online Travel Agency,27/07/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,2
333,5141406,Hotel1,Checked Out,OTA,Online Travel Agency,27/07/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,2
334,2911966,Hotel1,Cancelled,WEB,Website,27/07/2018,01/10/2018,02/10/2018,NULL,NULL,1
335,4622103,Hotel1,Cancelled,GDS,Corporate Booking System,27/07/2018,05/10/2018,06/10/2018,NULL,NULL,1
336,4622997,Hotel1,Cancelled,OTA,Online Travel Agency,27/07/2018,02/10/2018,03/10/2018,NULL,NULL,2
337,5124553,Hotel1,Checked Out,OTA,Online Travel Agency,28/07/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,2
338,5182690,Hotel1,Checked Out,OTA,Online Travel Agency,28/07/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,2
339,4625221,Hotel2,Cancelled,OTA,Online Travel Agency,28/07/2018,07/10/2018,11/10/2018,NULL,NULL,2
340,2458594,Hotel2,Cancelled,OTA,Online Travel Agency,29/07/2018,07/10/2018,10/10/2018,NULL,NULL,2
341,4626469,Hotel2,Cancelled,OTA,Online Travel Agency,29/07/2018,01/10/2018,02/10/2018,NULL,NULL,2
342,81243,Hotel1,Checked Out,OTA,Online Travel Agency,29/07/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,2
343,266451,Hotel1,Cancelled,WEB,Website,29/07/2018,02/10/2018,03/10/2018,NULL,NULL,1
344,4628430,Hotel1,Cancelled,OTA,Online Travel Agency,30/07/2018,04/10/2018,05/10/2018,NULL,NULL,2
345,4628494,Hotel2,No Show,OTA,Online Travel Agency,30/07/2018,01/10/2018,04/10/2018,NULL,NULL,2
346,245862,Hotel1,Checked Out,OTA,Online Travel Agency,30/07/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
347,4632238,Hotel1,Checked Out,OTA,Online Travel Agency,30/07/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,2
348,5154540,Hotel1,Checked Out,OTA,Online Travel Agency,30/07/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
349,4632852,Hotel1,Checked Out,OTA,Online Travel Agency,31/07/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,1
350,4632937,Hotel1,Checked Out,WEB,Website,31/07/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,2
351,5140177,Hotel1,Checked Out,OTA,Online Travel Agency,31/07/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
352,5155341,Hotel1,Checked Out,OTA,Online Travel Agency,31/07/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,1
353,5127802,Hotel1,Cancelled,OTA,Online Travel Agency,31/07/2018,01/10/2018,02/10/2018,NULL,NULL,1
354,4635801,Hotel1,Cancelled,OTA,Online Travel Agency,31/07/2018,01/10/2018,02/10/2018,NULL,NULL,1
355,4637059,Hotel1,Checked Out,OTA,Online Travel Agency,31/07/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,2
356,249771,Hotel1,Cancelled,WEB,Website,31/07/2018,05/10/2018,07/10/2018,NULL,NULL,1
357,5141724,Hotel1,Checked Out,OTA,Online Travel Agency,01/08/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
358,2929617,Hotel1,Checked Out,OTA,Online Travel Agency,01/08/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
359,244791,Hotel1,Checked Out,OTA,Online Travel Agency,01/08/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,2
360,4656220,Hotel1,Cancelled,OTA,Online Travel Agency,01/08/2018,05/10/2018,06/10/2018,NULL,NULL,2
361,4656697,Hotel2,Cancelled,WEB,Website,01/08/2018,01/10/2018,03/10/2018,NULL,NULL,2
362,4657135,Hotel1,Checked Out,OTA,Online Travel Agency,01/08/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
363,3411034,Hotel1,No Show,OTA,Online Travel Agency,01/08/2018,07/10/2018,08/10/2018,NULL,NULL,2
364,5158624,Hotel1,Checked Out,OTA,Online Travel Agency,01/08/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
365,4658437,Hotel1,Checked Out,OTA,Online Travel Agency,02/08/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,1
366,4658496,Hotel1,Checked Out,OTA,Online Travel Agency,02/08/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,2
367,5140906,Hotel1,Checked Out,OTA,Online Travel Agency,02/08/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
368,4658802,Hotel1,Cancelled,OTA,Online Travel Agency,02/08/2018,03/10/2018,04/10/2018,NULL,NULL,1
369,4660737,Hotel1,Cancelled,OTA,Online Travel Agency,02/08/2018,01/10/2018,02/10/2018,NULL,NULL,2
370,5141238,Hotel1,Checked Out,OTA,Online Travel Agency,02/08/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
371,5156884,Hotel1,Checked Out,OTA,Online Travel Agency,03/08/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,2
372,1465441,Hotel1,Checked Out,WEB,Website,03/08/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,2
373,1112956,Hotel2,Cancelled,WEB,Website,03/08/2018,04/10/2018,05/10/2018,NULL,NULL,1
374,1112956,Hotel2,Cancelled,WEB,Website,03/08/2018,04/10/2018,05/10/2018,NULL,NULL,1
375,1112956,Hotel2,Cancelled,WEB,Website,03/08/2018,04/10/2018,05/10/2018,NULL,NULL,1
376,3012337,Hotel2,Checked Out,WEB,Website,05/08/2018,01/10/2018,04/10/2018,01/10/2018,04/10/2018,1
377,5157700,Hotel2,Checked Out,OTA,Online Travel Agency,05/08/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
378,4672137,Hotel1,Checked Out,OTA,Online Travel Agency,06/08/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
379,33177,Hotel1,Checked Out,WEB,Website,06/08/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,2
380,102775,Hotel2,Cancelled,WEB,Website,06/08/2018,01/10/2018,02/10/2018,NULL,NULL,1
381,102775,Hotel1,Checked Out,WEB,Website,06/08/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
382,2259628,Hotel1,Checked Out,WEB,Website,06/08/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
383,230857,Hotel1,Checked Out,WEB,Website,06/08/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,1
384,4676386,Hotel1,Checked Out,WEB,Website,07/08/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,2
385,248223,Hotel1,Checked Out,OTA,Online Travel Agency,07/08/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
386,5154757,Hotel1,Checked Out,OTA,Online Travel Agency,07/08/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
387,4678294,Hotel2,Cancelled,WEB,Website,07/08/2018,04/10/2018,05/10/2018,NULL,NULL,1
388,4678336,Hotel2,Cancelled,WEB,Website,07/08/2018,04/10/2018,05/10/2018,NULL,NULL,1
389,4678338,Hotel2,Cancelled,WEB,Website,07/08/2018,04/10/2018,05/10/2018,NULL,NULL,1
390,4678339,Hotel2,Cancelled,WEB,Website,07/08/2018,04/10/2018,05/10/2018,NULL,NULL,1
391,4678341,Hotel2,Cancelled,WEB,Website,07/08/2018,04/10/2018,05/10/2018,NULL,NULL,1
392,4678342,Hotel2,Cancelled,WEB,Website,07/08/2018,04/10/2018,05/10/2018,NULL,NULL,1
393,4678344,Hotel2,Cancelled,WEB,Website,07/08/2018,04/10/2018,05/10/2018,NULL,NULL,1
394,4678345,Hotel2,Cancelled,WEB,Website,07/08/2018,04/10/2018,05/10/2018,NULL,NULL,1
395,4678347,Hotel2,Cancelled,WEB,Website,07/08/2018,04/10/2018,05/10/2018,NULL,NULL,1
396,4678348,Hotel2,Cancelled,WEB,Website,07/08/2018,04/10/2018,05/10/2018,NULL,NULL,1
397,2983,Hotel1,Checked Out,WEB,Website,07/08/2018,06/10/2018,08/10/2018,06/10/2018,08/10/2018,1
398,160179,Hotel1,Checked Out,OTA,Online Travel Agency,07/08/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,2
399,5155297,Hotel1,Checked Out,OTA,Online Travel Agency,07/08/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
400,5144077,Hotel1,Checked Out,OTA,Online Travel Agency,07/08/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,2
401,230857,Hotel1,Cancelled,WEB,Website,07/08/2018,06/10/2018,07/10/2018,NULL,NULL,2
402,4679232,Hotel1,Checked Out,WEB,Website,07/08/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
403,5151118,Hotel1,Checked Out,OTA,Online Travel Agency,07/08/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
404,4679410,Hotel2,Checked Out,WEB,Website,07/08/2018,05/10/2018,07/10/2018,05/10/2018,07/10/2018,2
405,4679410,Hotel2,Checked Out,WEB,Website,07/08/2018,05/10/2018,07/10/2018,05/10/2018,07/10/2018,2
406,4679410,Hotel2,Checked Out,WEB,Website,07/08/2018,05/10/2018,07/10/2018,05/10/2018,07/10/2018,1
407,4679410,Hotel2,Checked Out,WEB,Website,07/08/2018,05/10/2018,07/10/2018,05/10/2018,07/10/2018,2
408,4680823,Hotel1,Checked Out,OTA,Online Travel Agency,08/08/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,2
409,4681399,Hotel1,Checked Out,OTA,Online Travel Agency,08/08/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,2
410,5157784,Hotel1,Checked Out,OTA,Online Travel Agency,08/08/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,2
411,5141935,Hotel1,Checked Out,GDS,Corporate Booking System,08/08/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
412,5141934,Hotel1,Checked Out,GDS,Corporate Booking System,08/08/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
413,4683408,Hotel1,Cancelled,OTA,Online Travel Agency,08/08/2018,06/10/2018,07/10/2018,NULL,NULL,2
414,4683583,Hotel2,Cancelled,OTA,Online Travel Agency,08/08/2018,07/10/2018,08/10/2018,NULL,NULL,2
415,4683739,Hotel1,Checked Out,WEB,Website,08/08/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,2
416,4684126,Hotel1,Checked Out,OTA,Online Travel Agency,08/08/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,2
417,4684413,Hotel1,Checked Out,OTA,Online Travel Agency,09/08/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,2
418,5128119,Hotel2,Checked Out,OTA,Online Travel Agency,09/08/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,2
419,4684977,Hotel2,Cancelled,OTA,Online Travel Agency,09/08/2018,05/10/2018,07/10/2018,NULL,NULL,2
420,4899502,Hotel2,Checked Out,WEB,Website,09/08/2018,01/10/2018,04/10/2018,NULL,NULL,1
421,4686901,Hotel1,Checked Out,OTA,Online Travel Agency,09/08/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,2
422,560673,Hotel2,Checked Out,WEB,Website,09/08/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
423,4687956,Hotel1,Checked Out,WEB,Website,09/08/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
424,2741608,Hotel1,Checked Out,OTA,Online Travel Agency,10/08/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
425,2741608,Hotel1,Cancelled,OTA,Online Travel Agency,10/08/2018,05/10/2018,06/10/2018,NULL,NULL,1
426,4688980,Hotel2,Cancelled,OTA,Online Travel Agency,10/08/2018,06/10/2018,08/10/2018,NULL,NULL,2
427,4689217,Hotel1,Checked Out,WEB,Website,10/08/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,2
428,5147316,Hotel1,Checked Out,OTA,Online Travel Agency,10/08/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
429,4689867,Hotel2,Cancelled,OTA,Online Travel Agency,10/08/2018,05/10/2018,06/10/2018,NULL,NULL,2
430,4689867,Hotel2,Cancelled,OTA,Online Travel Agency,10/08/2018,05/10/2018,06/10/2018,NULL,NULL,2
431,4690087,Hotel1,Cancelled,OTA,Online Travel Agency,10/08/2018,05/10/2018,06/10/2018,NULL,NULL,2
432,4678348,Hotel2,Cancelled,WEB,Website,10/08/2018,04/10/2018,05/10/2018,NULL,NULL,1
433,5156943,Hotel2,Checked Out,WEB,Website,10/08/2018,07/10/2018,10/10/2018,07/10/2018,10/10/2018,1
434,1545462,Hotel1,Checked Out,OTA,Online Travel Agency,12/08/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
435,4695406,Hotel1,Checked Out,WEB,Website,12/08/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
436,5156464,Hotel1,Checked Out,OTA,Online Travel Agency,12/08/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,2
437,204310,Hotel1,Checked Out,WEB,Website,12/08/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,2
